"Y";"log";"ridge";"lasso";"elastic";"foret";"adabo";"logibo";"svm";"pm";"arbre"
"0";0,514950886442985;0,528946463598702;0;0;0;0;0;0;0,339202433824539;0
"1";0,308380305294801;0,345020489489719;0;0;0;0;0;0;0,335972279310226;0
"0";0,821571113903491;0,798532646544153;0;0;0;0;0;0;0,315956264734268;0
"0";0,164647688331113;0,176296050563584;0;0;0;0;0;0;0,330786824226379;0
"0";0,0377264109552229;0,0440549798392505;0;0;0;0;0;0;0,339202433824539;0
"1";0,686466379978368;0,626483140692205;0,515549092448644;0,575756214173399;0,574;0,733856502298494;0,629405394520138;0,46890879528255;0,329978078603745;0,387959866220736
"0";0,553574634061473;0,513748267794173;0,515161569523908;0,526742256247462;0,526;0,476009494239814;0,540888038428178;0,54161063265105;0,329978078603745;0,680829015544041
"0";0,0191866173351209;0,0392539076877453;0;0;0;0;0;0;0,315956264734268;0
"0";0,0481442021841817;0,0657667741067072;0;0;0;0;0;0;0,335972279310226;0
"0";0,142562871141416;0,209846218718657;0;0;0;0;0;0;0,330786824226379;0
"0";0,0994997236160916;0,148079446744103;0;0;0;0;0;0;0,330786824226379;0
"1";0,682943500377271;0,646113961287171;0;0;0;0;0;0;0,335972279310226;0
"1";0,961130314090981;0,949181180173946;0;0;0;0;0;0;0,339202433824539;0
"0";0,0339418050966415;0,0549007068626895;0,0936493950470455;0,068006283364175;0,114;0,0469043726805401;0,0657826685523609;0,074209537623395;0,329978078603745;0,101228501228501
"0";0,256591597190363;0,24771186055011;0;0;0;0;0;0;0,330786824226379;0
"1";0,844081792501606;0,851436525914968;0;0;0;0;0;0;0,372178733348846;0
"0";0,0889484218728947;0,113210763772653;0,141788981392457;0,105221840715867;0,284;0,0735312133828474;0,10080459695708;0,0988840627224381;0,329978078603745;0,101228501228501
"1";0,106263054976981;0,135730349405107;0,138934117195204;0,140529900720015;0,172;0,0805893980193405;0,0888836732516772;0,110273135538385;0,329978078603745;0,101228501228501
"1";0,628457606139495;0,621749858368657;0;0;0;0;0;0;0,330786824226379;0
"1";0,601506474444215;0,617314916967666;0,712346215267863;0,699674850941351;0,716;0,762708986474327;0,734893667752262;0,640481648524102;0,329978078603745;0,680829015544041
"0";0,334240727019255;0,275872377891915;0;0;0;0;0;0;0,339202433824539;0
"0";0,43347088860567;0,390737615978155;0,312999293182693;0,349353961648797;0,462;0,476106406826873;0,422102660030864;0,362936095998294;0,329978078603745;0,342042755344418
"0";0,70883750831624;0,720988779677371;0,521713233661777;0,653791442813461;0,678;0,73596514072709;0,710074073560378;0,643553201378517;0,329978078603745;0,387959866220736
"0";0,864160960210154;0,831815541603496;0;0;0;0;0;0;0,339202433824539;0
"0";0,0479428991008353;0,0633481916121061;0,0854958380655289;0,0662175467970129;0,082;0,0748775991295486;0,0779263619763859;0,0801123814530749;0,329978078603745;0,101228501228501
"0";0,573997375742896;0,438284439733157;0;0;0;0;0;0;0,335972279310226;0
"0";0,421479563548685;0,403046468621911;0;0;0;0;0;0;0,330786824226379;0
"1";0,759789033013567;0,831137936658673;0;0;0;0;0;0;0,339202433824539;0
"1";0,589583074152046;0,580321034431687;0;0;0;0;0;0;0,335972279310226;0
"1";0,751331395501598;0,654135418438064;0;0;0;0;0;0;0,330786824226379;0
"1";0,521887414316231;0,479288668125069;0;0;0;0;0;0;0,339202433824539;0
"1";0,680327800748504;0,6825402668533;0;0;0;0;0;0;0,335972279310226;0
"0";0,753452972093944;0,613206937768486;0;0;0;0;0;0;0,339202433824539;0
"0";0,320395043658841;0,266643153648763;0;0;0;0;0;0;0,339202433824539;0
"0";0,796114297470382;0,757975006240714;0;0;0;0;0;0;0,339202433824539;0
"0";0,0185573907312653;0,0305004931993869;0,0885017516949295;0,040505866217343;0,038;0,0470766755298441;0,0637807364222319;0,0286536517170461;0,329978078603745;0,101228501228501
"0";0,0702175547272199;0,11060740286978;0;0;0;0;0;0;0,330786824226379;0
"1";0,427802154487296;0,421234321987204;0,361487544413247;0,388774592428874;0,324;0,3653934200264;0,347928223561759;0,413731795572194;0,329978078603745;0,680829015544041
"1";0,0446563908333168;0,0588600972081875;0;0;0;0;0;0;0,330786824226379;0
"1";0,996595171769072;0,991969952439072;0;0;0;0;0;0;0,335972279310226;0
"0";0,00806101198660644;0,0237651274294598;0;0;0;0;0;0;0,330786824226379;0
"0";0,0633458202131487;0,090029676698889;0;0;0;0;0;0;0,339202433824539;0
"0";0,553112401040187;0,581314480830841;0,406117193020831;0,536176229452002;0,478;0,398738327533558;0,447191624006101;0,448337519369182;0,329978078603745;0,101228501228501
"0";0,172875333994822;0,157451832044649;0;0;0;0;0;0;0,330786824226379;0
"0";0,0277111597821598;0,0333551894309683;0,0517678437036941;0,0356455335086725;0,016;0,0251277473284007;0,0552527914041477;0,0440254809955093;0,329978078603745;0,101228501228501
"0";0,0458569528756006;0,0687960495284832;0;0;0;0;0;0;0,335972279310226;0
"0";0,182732238813862;0,211729049266805;0;0;0;0;0;0;0,386570572853088;0
"0";0,120707319094868;0,172077611633427;0;0;0;0;0;0;0,335972279310226;0
"0";0,0203191335944007;0,030855574402991;0;0;0;0;0;0;0,330786824226379;0
"1";0,594912377894463;0,502556642004323;0;0;0;0;0;0;0,339202433824539;0
"1";0,447871665159755;0,472694635618065;0,575806182464762;0,522579706717063;0,46;0,559885734401824;0,55165045644798;0,454058759421778;0,329978078603745;0,680829015544041
"0";0,171113058740416;0,154687523881803;0,0984306603701074;0,0912800611207259;0,14;0,0571723373648608;0,0940328865994863;0,219872581487984;0,329978078603745;0,101228501228501
"0";0,0258221990634316;0,0431646377756658;0;0;0;0;0;0;0,335972279310226;0
"0";0,700271085312886;0,670579183219671;0,539535005445832;0,610614360270522;0,646;0,584125820960566;0,600441616443064;0,66941557256403;0,329978078603745;0,574358974358974
"0";0,430590216346198;0,343149922560444;0;0;0;0;0;0;0,335972279310226;0
"1";0,222944463086129;0,251749443043731;0;0;0;0;0;0;0,339202433824539;0
"0";0,214075051136006;0,228205198740008;0,310882140739567;0,261133874179089;0,294;0,218952335579383;0,24837266119346;0,251546588558225;0,329978078603745;0,342042755344418
"0";0,572703330139025;0,484119184286475;0;0;0;0;0;0;0,447002679109573;0
"0";0,624135533092035;0,628474014546631;0;0;0;0;0;0;0,330786824226379;0
"0";0,0427359824995196;0,0837745313402792;0;0;0;0;0;0;0,330786824226379;0
"1";0,898861009071541;0,883401799770788;0;0;0;0;0;0;0,335972279310226;0
"0";0,286770731821238;0,340748174130015;0,268734344753485;0,321956896222455;0,302;0,177206616507789;0,212236990415639;0,297358029568061;0,329978078603745;0,101228501228501
"0";0,236020253936229;0,263132600912721;0;0;0;0;0;0;0,330786824226379;0
"0";0,0774159869946322;0,0962539044959103;0;0;0;0;0;0;0,339202433824539;0
"0";0,341371338915572;0,411513936984933;0,419679697339948;0,424621105886099;0,534;0,549561165834294;0,496331790979643;0,337242116658544;0,329978078603745;0,574358974358974
"1";0,54244870889468;0,401519768582099;0;0;0;0;0;0;0,330786824226379;0
"0";0,218072714052065;0,313457977556821;0;0;0;0;0;0;0,335972279310226;0
"0";0,060512519839243;0,0774733275379468;0;0;0;0;0;0;0,339202433824539;0
"0";0,105008926511363;0,139612698573233;0;0;0;0;0;0;0,330786824226379;0
"1";0,0657174839592818;0,051903390077006;0;0;0;0;0;0;0,335972279310226;0
"1";0,815741683034248;0,844373201766006;0;0;0;0;0;0;0,330786824226379;0
"0";0,146543944895932;0,191592575602977;0,270691702743183;0,233703841858487;0,282;0,24617988385472;0,178702706242884;0,153006114226059;0,329978078603745;0,101228501228501
"0";0,0180272214417616;0,0269799041172817;0,0402658279664141;0,025844240640699;0,038;0,0254551034167039;0,0518710806344872;0,043756068640848;0,329978078603745;0,101228501228501
"0";0,0467527291092877;0,0679524647865873;0;0;0;0;0;0;0,339202433824539;0
"0";0,0836988216573856;0,0718429954571235;0;0;0;0;0;0;0,330786824226379;0
"0";0,432779659159521;0,396738867477642;0;0;0;0;0;0;0,339202433824539;0
"1";0,492543408802499;0,477832544292647;0,501697353182685;0,471105121851246;0,508;0,52637650615573;0,526267508804236;0,429976342466421;0,329978078603745;0,680829015544041
"0";0,0970423141671905;0,108795470875853;0;0;0;0;0;0;0,330786824226379;0
"0";0,0384820134222251;0,0658949273898602;0;0;0;0;0;0;0,339202433824539;0
"1";0,15057657511427;0,132265378107655;0,267517640025113;0,174199548358987;0,146;0,147793014430748;0,201812732778074;0,167124494516246;0,329978078603745;0,342042755344418
"1";0,361870861203848;0,466410806411126;0;0;0;0;0;0;0,339202433824539;0
"0";0,087611709857357;0,0991530732693505;0;0;0;0;0;0;0,335972279310226;0
"1";0,807905274345509;0,765925394159135;0,707660559027847;0,766312595127344;0,662;0,758302407887654;0,757505557816037;0,752259440291851;0,329978078603745;0,680829015544041
"1";0,77082712985043;0,718059596005311;0;0;0;0;0;0;0,330786824226379;0
"1";0,167613779994734;0,236607992683714;0;0;0;0;0;0;0,330786824226379;0
"0";0,0741381886778675;0,0658910046149885;0;0;0;0;0;0;0,335972279310226;0
"1";0,449669925162922;0,457832789846347;0;0;0;0;0;0;0,315956264734268;0
"0";0,451285522960541;0,497326153618545;0,46532113307984;0,50147180291153;0,586;0,521025652717502;0,544408229162904;0,450308969700031;0,329978078603745;0,342042755344418
"1";0,448396400834874;0,417714187629673;0;0;0;0;0;0;0,330786824226379;0
"0";0,0618114473569559;0,0632904987532713;0;0;0;0;0;0;0,339202433824539;0
"1";0,768797215485822;0,767265135192058;0,505953925665869;0,599971718525499;0,612;0,666665067248926;0,667529629506167;0,682625857219273;0,329978078603745;0,574358974358974
"0";0,0873458687792403;0,114547665945453;0;0;0;0;0;0;0,330786824226379;0
"1";0,384066042804323;0,440372586954711;0;0;0;0;0;0;0,335972279310226;0
"1";0,632044631808718;0,666912808370292;0,654019171960599;0,66720033056101;0,552;0,596798015165382;0,571029637222857;0,566234883318621;0,329978078603745;0,574358974358974
"1";0,365353859476717;0,390901617232507;0;0;0;0;0;0;0,339202463626862;0
"1";0,9491990492245;0,94720072848879;0;0;0;0;0;0;0,335972279310226;0
"0";0,105530501749375;0,116127695220777;0;0;0;0;0;0;0,339202433824539;0
"0";0,0613798664211778;0,096016761723014;0;0;0;0;0;0;0,335972279310226;0
"1";0,827321641026208;0,773403624358221;0;0;0;0;0;0;0,339202433824539;0
"1";0,925590282259067;0,904993010286787;0;0;0;0;0;0;0,330786824226379;0
"0";0,48301599928008;0,472883351750287;0;0;0;0;0;0;0,339202433824539;0
"1";0,166497137453736;0,145357970959838;0,201567987694585;0,137621528828074;0,172;0,103414672092041;0,108804373116458;0,190026262356708;0,329978078603745;0,101228501228501
"0";0,072109961885322;0,0788438437224174;0,0988560429127959;0,0734480361117457;0,186;0,0426177438725596;0,0896966801779987;0,0973293583656971;0,329978078603745;0,101228501228501
"0";0,0674624814387736;0,0766623055868808;0;0;0;0;0;0;0,339202433824539;0
"0";0,413759398721848;0,418351185894332;0;0;0;0;0;0;0,339202433824539;0
"0";0,0568732128598361;0,0812881083018825;0;0;0;0;0;0;0,335972279310226;0
"0";0,0717916302832419;0,0836819967248339;0;0;0;0;0;0;0,335972279310226;0
"0";0,0486430466762451;0,160132496827506;0;0;0;0;0;0;0,339202433824539;0
"0";0,300709418897222;0,298249677321303;0;0;0;0;0;0;0,335972279310226;0
"0";0,125573630417846;0,155105486100328;0;0;0;0;0;0;0,335972279310226;0
"1";0,147375574472179;0,168908469803961;0;0;0;0;0;0;0,335972279310226;0
"1";0,771670148582367;0,8050928457596;0;0;0;0;0;0;0,339202433824539;0
"1";0,830733091050481;0,784230232906361;0;0;0;0;0;0;0,330786824226379;0
"1";0,53936099367259;0,579807971307354;0;0;0;0;0;0;0,330786824226379;0
"1";0,492173771131213;0,476964536862021;0;0;0;0;0;0;0,335972279310226;0
"1";0,920876912345077;0,890698958236576;0;0;0;0;0;0;0,330786824226379;0
"1";0,572720526421173;0,624302753255816;0;0;0;0;0;0;0,339202433824539;0
"0";0,152618413667711;0,181029188281981;0;0;0;0;0;0;0,339202433824539;0
"0";0,0153025618513222;0,0139302431572237;0,0464331949747421;0,0169742191699095;0,202;0,0272265447649195;0,0494462664201491;0,0378087356260983;0,329978078603745;0,101228501228501
"1";0,813356123431858;0,83582290384624;0;0;0;0;0;0;0,339202433824539;0
"0";0,154343445831145;0,179061589768764;0;0;0;0;0;0;0,339202433824539;0
"1";0,666249028911973;0,666674059877342;0;0;0;0;0;0;0,330786824226379;0
"1";0,738728160705323;0,605243281660415;0;0;0;0;0;0;0,335972279310226;0
"1";0,974080531924248;0,947384182884361;0,90332292636095;0,942468861814204;0,648;0,744835754592222;0,775236370728715;0,962308448379791;0,329978078603745;0,680829015544041
"0";0,0599696395413716;0,0592630827053096;0;0;0;0;0;0;0,339202433824539;0
"0";0,0186487969070989;0,0330923330987458;0;0;0;0;0;0;0,386570572853088;0
"1";0,894940485538371;0,866928368782261;0;0;0;0;0;0;0,339202433824539;0
"1";0,797449974421814;0,801213904824246;0;0;0;0;0;0;0,330786824226379;0
"0";0,117246150597324;0,1304337693397;0;0;0;0;0;0;0,335972279310226;0
"0";0,716974013705609;0,603119664594468;0;0;0;0;0;0;0,335972279310226;0
"0";0,094351571532609;0,124425538223526;0;0;0;0;0;0;0,339202433824539;0
"0";0,0968405924313273;0,106617236726859;0;0;0;0;0;0;0,315956264734268;0
"0";0,415520503316246;0,409614582660127;0,402146173878798;0,40260555143467;0,51;0,444057092733377;0,460099851968492;0,328791037258293;0,329978078603745;0,342042755344418
"0";0,0762594214577881;0,112608393125792;0;0;0;0;0;0;0,330786824226379;0
"0";0,35942123122778;0,592777434011253;0;0;0;0;0;0;0,335972279310226;0
"0";0,025565579568772;0,0387400416129109;0;0;0;0;0;0;0,339202433824539;0
"1";0,0664751905473661;0,0837076761619259;0,119321885227479;0,095957303340619;0,112;0,0595862360542723;0,0991603567507626;0,111160501691268;0,329978078603745;0,101228501228501
"0";0,257584385781554;0,240463314297288;0;0;0;0;0;0;0,335972279310226;0
"0";0,0154918035771954;0,0325322795402446;0;0;0;0;0;0;0,339202433824539;0
"0";0,759321433056193;0,748775035716666;0;0;0;0;0;0;0,330786824226379;0
"0";0,0436323827647165;0,0545559253888921;0;0;0;0;0;0;0,330786824226379;0
"1";0,477927454626611;0,495007860326916;0;0;0;0;0;0;0,330786824226379;0
"1";0,770216865837919;0,755451174007196;0;0;0;0;0;0;0,339202433824539;0
"1";0,480603994408206;0,446160825220901;0;0;0;0;0;0;0,339202433824539;0
"1";0,625301394333776;0,573631956995704;0,512377482499484;0,511388610287508;0,544;0,512983610843465;0,543876389358039;0,488187875597485;0,329978078603745;0,803921568627451
"0";0,0432384008277028;0,0525209250827248;0;0;0;0;0;0;0,330786824226379;0
"0";0,0297768005416078;0,0466654547013124;0,0683954311807637;0,0494610468097926;0,052;0,0382590202975513;0,0638154678744919;0,0667627178403013;0,329978078603745;0,101228501228501
"1";0,943456822939455;0,936431721571014;0;0;0;0;0;0;0,330786824226379;0
"1";0,406379982064331;0,400894655476987;0,407742342100664;0,412403696157997;0,386;0,487567725473957;0,488450309329059;0,416046190762837;0,329978078603745;0,680829015544041
